muni_code,muni_name,state_code,state_name,state_type,country,country_code,regional_group,regional_group_name
01001,L'Abergement-Clémenciat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01002,L'Abergement-de-Varey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01004,Ambérieu-en-Bugey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01005,Ambérieux-en-Dombes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01006,Ambléon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01007,Ambronay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01008,Ambutrix,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01009,Andert-et-Condon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01010,Anglefort,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01011,Apremont,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01012,Aranc,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01013,Arandas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01014,Arbent,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01015,Arboys en Bugey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01016,Arbigny,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01017,Argis,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01019,Armix,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01021,Ars-sur-Formans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01022,Artemare,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01023,Asnières-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01024,Attignat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01025,Bâgé-Dommartin,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01026,Bâgé-le-Châtel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01027,Balan,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01028,Baneins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01029,Beaupont,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01030,Beauregard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01031,Bellignat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01032,Béligneux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01033,Valserhône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01034,Belley,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01035,Belleydoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01036,Valromey-sur-Séran,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01037,Bénonces,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01038,Bény,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01040,Béréziat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01041,Bettant,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01042,Bey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01043,Beynost,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01044,Billiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01045,Birieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01046,Biziat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01047,Blyes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01049,La Boisse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01050,Boissey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01051,Bolozon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01052,Bouligneux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01053,Bourg-en-Bresse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01054,Bourg-Saint-Christophe,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01056,Boyeux-Saint-Jérôme,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01057,Boz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01058,Brégnier-Cordon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01060,Brénod,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01061,Brens,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01062,Bressolles,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01063,Brion,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01064,Briord,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01065,Buellas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01066,La Burbanche,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01067,Ceignes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01068,Cerdon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01069,Certines,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01071,Cessy,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01072,Ceyzériat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01073,Ceyzérieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01074,Chalamont,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01075,Chaleins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01076,Chaley,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01077,Challes-la-Montagne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01078,Challex,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01079,Champagne-en-Valromey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01080,Champdor-Corcelles,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01081,Champfromier,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01082,Chanay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01083,Chaneins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01084,Chanoz-Châtenay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01085,La Chapelle-du-Châtelard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01087,Charix,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01088,Charnoz-sur-Ain,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01089,Château-Gaillard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01090,Châtenay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01092,Châtillon-la-Palud,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01093,Châtillon-sur-Chalaronne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01094,Chavannes-sur-Reyssouze,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01095,Nivigne et Suran,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01096,Chaveyriat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01098,Chazey-Bons,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01099,Chazey-sur-Ain,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01100,Cheignieu-la-Balme,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01101,Chevillard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01102,Chevroux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01103,Chevry,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01104,Chézery-Forens,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01105,Civrieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01106,Cize,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01107,Cleyzieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01108,Coligny,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01109,Collonges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01110,Colomieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01111,Conand,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01112,Condamine,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01113,Condeissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01114,Confort,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01115,Confrançon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01116,Contrevoz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01117,Conzieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01118,Corbonod,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01121,Corlier,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01123,Cormoranche-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01124,Cormoz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01125,Corveissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01127,Courmangoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01128,Courtes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01129,Crans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01130,Bresse Vallons,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01133,Cressin-Rochefort,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01134,Crottet,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01135,Crozet,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01136,Cruzilles-lès-Mépillat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01138,Culoz-Béon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01139,Curciat-Dongalon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01140,Curtafond,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01141,Cuzieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01142,Dagneux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01143,Divonne-les-Bains,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01145,Dompierre-sur-Veyle,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01146,Dompierre-sur-Chalaronne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01147,Domsure,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01148,Dortan,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01149,Douvres,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01150,Drom,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01151,Druillat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01152,Échallon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01153,Ceyzérieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01155,Évosges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01156,Faramans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01157,Fareins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01158,Farges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01159,Feillens,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01160,Ferney-Voltaire,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01162,Flaxieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01163,Foissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01165,Francheleins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01166,Frans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01167,Garnerans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01169,Genouilleux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01170,Béard-Géovreissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01171,Géovreisset,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01173,Gex,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01174,Giron,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01175,Gorrevod,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01177,Grand-Corent,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01179,Grièges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01180,Grilly,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01181,Groissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01183,Guéreins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01184,Hautecourt-Romanèche,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01185,Plateau d'Hauteville,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01187,Haut Valromey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01188,Illiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01189,Injoux-Génissiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01190,Innimond,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01191,Izenave,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01192,Izernore,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01193,Izieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01194,Jassans-Riottier,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01195,Jasseron,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01196,Jayat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01197,Journans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01198,Joyeux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01199,Jujurieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01200,Labalme,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01202,Lagnieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01203,Laiz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01204,Le Poizat-Lalleyriat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01206,Lantenay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01207,Lapeyrouse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01208,Lavours,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01209,Léaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01210,Lélex,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01211,Lent,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01212,Lescheroux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01213,Leyment,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01214,Leyssard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01215,Surjoux-Lhopital,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01216,Lhuis,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01219,Lompnas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01224,Loyettes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01225,Lurcy,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01227,Magnieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01228,Maillat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01229,Malafretaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01230,Mantenay-Montlin,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01231,Manziat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01232,Marboz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01233,Marchamp,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01234,Marignieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01235,Marlieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01236,Marsonnas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01237,Martignat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01238,Massieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01239,Massignieu-de-Rives,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01240,Matafelon-Granges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01241,Meillonnas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01242,Mérignat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01243,Messimy-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01244,Meximieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01245,Bohas-Meyriat-Rignat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01246,Mézériat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01247,Mijoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01248,Mionnay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01249,Miribel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01250,Misérieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01252,Mogneneins,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01254,Montagnat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01255,Montagnieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01257,Montanges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01258,Montceaux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01259,Montcet,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01260,Le Montellier,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01261,Monthieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01262,Montluel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01263,Montmerle-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01264,Montracol,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01265,Montréal-la-Cluse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01266,Montrevel-en-Bresse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01267,Nurieux-Volognat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01268,Murs-et-Gélignieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01269,Nantua,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01272,Neuville-les-Dames,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01273,Neuville-sur-Ain,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01274,Les Neyrolles,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01275,Neyron,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01276,Niévroz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01277,Nivollet-Montgriffon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01279,Oncieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01280,Ordonnaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01281,Ornex,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01282,Outriaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01283,Oyonnax,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01284,Ozan,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01285,Parcieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01286,Parves et Nattages,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01288,Péron,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01289,Péronnas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01290,Pérouges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01291,Perrex,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01293,Peyriat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01294,Peyrieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01295,Peyzieux-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01296,Pirajoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01297,Pizay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01298,Plagne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01299,Le Plantay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01301,Polliat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01302,Pollieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01303,Poncin,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01304,Pont-d'Ain,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01305,Pont-de-Vaux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01306,Pont-de-Veyle,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01307,Port,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01308,Pougny,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01309,Pouillat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01310,Prémeyzel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01311,Prémillieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01313,Prévessin-Moëns,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01314,Priay,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01317,Ramasse,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01318,Rancé,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01319,Relevant,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01320,Replonges,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01321,Revonnas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01322,Reyrieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01323,Reyssouze,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01325,Rignieux-le-Franc,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01328,Romans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01329,Rossillon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01330,Ruffieu,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01331,Saint-Alban,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01332,Saint-André-de-Bâgé,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01333,Saint-André-de-Corcy,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01334,Saint-André-d'Huiriat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01335,Saint-André-le-Bouchoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01336,Saint-André-sur-Vieux-Jonc,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01337,Saint-Bénigne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01338,Groslée-Saint-Benoit,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01339,Saint-Bernard,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01342,Sainte-Croix,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01343,Saint-Cyr-sur-Menthon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01344,Saint-Denis-lès-Bourg,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01345,Saint-Denis-en-Bugey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01346,Saint-Didier-d'Aussiat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01347,Saint-Didier-de-Formans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01348,Saint-Didier-sur-Chalaronne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01349,Saint-Éloi,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01350,Saint-Étienne-du-Bois,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01351,Saint-Étienne-sur-Chalaronne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01352,Saint-Étienne-sur-Reyssouze,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01353,Sainte-Euphémie,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01354,Saint-Genis-Pouilly,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01355,Saint-Genis-sur-Menthon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01356,Saint-Georges-sur-Renon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01357,Saint-Germain-de-Joux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01358,Saint-Germain-les-Paroisses,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01359,Saint-Germain-sur-Renon,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01360,Saint-Jean-de-Gonville,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01361,Saint-Jean-de-Niost,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01362,Saint-Jean-de-Thurigneux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01363,Saint-Jean-le-Vieux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01364,Saint-Jean-sur-Reyssouze,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01365,Saint-Jean-sur-Veyle,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01366,Sainte-Julie,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01367,Saint-Julien-sur-Reyssouze,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01368,Saint-Julien-sur-Veyle,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01369,Saint-Just,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01370,Saint-Laurent-sur-Saône,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01371,Saint-Marcel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01372,Saint-Martin-de-Bavel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01373,Saint-Martin-du-Frêne,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01374,Saint-Martin-du-Mont,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01375,Saint-Martin-le-Châtel,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01376,Saint-Maurice-de-Beynost,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01378,Saint-Maurice-de-Gourdans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01379,Saint-Maurice-de-Rémens,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01380,Saint-Nizier-le-Bouchoux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01381,Saint-Nizier-le-Désert,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01382,Sainte-Olive,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01383,Saint-Paul-de-Varax,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01384,Saint-Rambert-en-Bugey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01385,Saint-Rémy,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01386,Saint-Sorlin-en-Bugey,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01387,Saint-Sulpice,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01388,Saint-Trivier-de-Courtes,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01389,Saint-Trivier-sur-Moignans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01390,Saint-Vulbas,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01391,Salavre,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01392,Samognat,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01393,Sandrans,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01396,Sault-Brénaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01397,Sauverny,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01398,Savigneux,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01399,Ségny,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01400,Seillonnaz,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01401,Sergy,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
01402,Sermoyer,FRK21,Ain,NUTS3,France,FR,FRK21,Ain
