muni_code,muni_name,state_code,state_name,state_type,country,country_code,regional_group,regional_group_name
01059112,Gelting,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059113,"Glücksburg (Ostsee), Stadt",DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059115,Großenwiehe,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059116,Großsolt,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059118,Grundhof,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059120,Harrislee,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059121,Hasselberg,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059123,Hörup,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059124,Holt,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059126,Hürup,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059127,Husby,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059128,Janneby,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01059129,Jardelund,DEF0C,Schleswig-Flensburg,NUTS3,Germany,DE,DEF0C,Schleswig-Flensburg
01054003,Ahrenviöl,DEF07,Nordfriesland,NUTS3,Germany,DE,DEF07,Nordfriesland
01054004,Ahrenviölfeld,DEF07,Nordfriesland,NUTS3,Germany,DE,DEF07,Nordfriesland
